Id,LotFrontage,LotArea,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,SalePrice,MSSubClass_150,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Alley_NoAlley,Alley_Pave,Street_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NA
1,-0.2575158607308731,-0.26765964653084795,0.0,0.0,0.5,0.0,0.6521739130434783,0.24324324324324326,1.034410022213875,1.0,0.0,0.0,0.0,0.0,0.4,0.09270978929966463,0.0,0.0,-0.898157448254794,-0.30018095896836194,0.0,0.0,0.0,-0.5241187468316435,1.0241862299940503,0.0,0.3428908418191601,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,-0.5,0.6014473138992146,0.0,0.0,0.2815734989648033,0.0,0.0,0.0,0.0,0.20524704470235589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3333333333333333,0.0,12.24769911637256,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
2,0.4646712250534712,0.02968157129824896,0.0,0.0,0.0,3.0,0.06521739130434782,-0.4864864864864865,0.0,0.0,0.0,0.0,0.0,2.2598510045646623,0.2,0.14225458530826868,0.0,0.0,-0.4035050118775341,0.4928782241785616,0.0,0.0,0.0,0.3275474534810941,0.0,0.0,-0.3277427812252895,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.02329018010215508,0.0,0.0,-0.08281573498964803,0.0,0.0,0.0,1.1112195172212418,-0.7694885649390122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5,12.109016442313738,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
3,-0.10076115021785957,0.3992877253417644,-1.0,0.0,0.5,0.0,0.6086956521739131,0.21621621621621623,0.9973165012940128,1.0,0.0,0.0,0.0,1.0,0.4,0.03597065901029081,0.0,0.0,-0.07421644952788031,-0.15289694452697067,0.0,0.0,0.0,-0.36595045421019934,1.0263006410541886,0.0,0.43889557359614306,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.5554599609315188,0.0,0.0,0.5300207039337475,0.0,0.0,0.0,0.0,0.11882166334876702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.317171167298682,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
4,-0.5353287749465289,0.01751268250573976,-1.0,0.0,0.5,0.0,-1.2608695652173914,-0.6486486486486487,0.0,0.0,0.0,-1.0,0.2231435513142097,0.0,0.2,-0.08707157303234991,0.0,0.0,0.09560231089146197,-0.5539115540916678,-0.5,0.0,0.0,-0.27030029024005137,1.0057177468062128,0.0,0.35190990978100367,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.4863927195390708,-1.0,1.0,0.6708074534161491,0.0,0.0,0.0,0.0,0.07685739602470897,5.60947179518496,0.0,0.0,0.0,0.0,0.0,0.0,-1.3333333333333333,-1.0,11.849404844423074,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
5,0.634651133151373,0.951801948421046,-1.0,0.0,1.0,0.0,0.5869565217391305,0.16216216216216217,1.1474961631006897,1.0,0.0,0.0,0.0,1.7095112913514543,0.4,0.0813137780828633,0.0,0.0,0.020085482887814036,0.29408086542791334,0.0,0.0,0.0,0.11405898407387928,1.055930255665173,0.0,0.8971896541814216,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.5,0.0,0.0,0.25,0.5324490535477209,0.0,1.0,1.474120082815735,0.0,0.0,0.0,1.025885788660021,0.2797649792660346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.429220196836383,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
6,0.6758960517146377,0.9279842733504512,-1.0,0.0,-0.5,0.0,0.43478260869565216,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.09820689136514966,0.0,0.0,-1.55453768908052,-0.44861245873145045,0.0,0.0,0.0,-0.6835193238583531,0.9618739581935704,0.0,-0.15941885946782816,1.0,0.0,-1.0,1.0,-2.0,0.0,0.0,-0.5,0.0,-1.0,-0.5,0.3710499841459508,-1.0,0.0,0.0,0.0,0.0,0.0,0.7239074829881891,0.041541389257140224,0.0,5.771441123130016,0.0,0.0,0.0,1.3862943611198906,6.55250788703459,1.3333333333333333,0.5,11.870606902224587,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
7,0.23998375572580052,0.1443039651447565,0.0,0.0,1.0,0.0,0.6739130434782609,0.2972972972972973,1.0242102062296037,1.0,0.0,0.8170594925112877,0.0,1.7095112913514543,0.4,0.19340267953955648,0.0,0.0,-0.31818635124115585,1.0848230449125098,0.0,0.0,0.0,0.9736265998137609,0.0,0.0,0.3221364966659786,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.624423782407991,0.0,0.0,0.6459627329192547,0.0,0.0,0.0,1.080952617709279,0.18949605345396353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,-0.5,12.634606283893019,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
8,0.4646712250534712,0.21217205235024514,-1.0,0.0,0.5,1.0,0.0,-0.5675675675675675,1.0738803970305932,0.0,0.0,0.0,0.0,1.0,0.2,0.12252816656393223,0.916290731874155,3.4965075614664802,-0.6157786703449811,0.225121928559076,0.0,0.0,0.0,0.04000398668056591,1.0455047044557213,0.0,0.7859425441608936,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.25,-0.09323146942894482,0.0,0.0,0.016563146997929608,0.0,0.0,0.0,1.065095454834442,0.4876857582290167,5.43372200355424,0.0,0.0,0.0,0.0,0.0,5.860786223465865,1.6666666666666667,0.5,12.206077645517674,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
9,-1.098248574167804,-1.0194099823524343,0.0,0.0,0.5,0.0,-0.9130434782608695,-1.1891891891891893,0.0,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.9059505812761626,0.0,0.0,0.5365121434743739,-0.08305081743663614,-0.5,0.0,-0.6931471805599452,-0.13528292592369243,1.0049140016797167,0.0,0.4240115799743955,0.0,0.0,0.0,0.0,-1.0,0.4054651081081645,0.0,1.0,-0.13353139262452252,1.0,0.25,-1.083728357802503,-1.0,0.0,-0.049689440993788817,-0.2876820724517808,0.0,0.0,0.8793272064796495,-0.7694885649390122,5.327876168789581,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,0.0,11.774527900858468,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
10,-1.1667245186794841,-0.5705674004223615,0.0,0.0,-0.5,1.0,-0.7391304347826086,-1.1891891891891893,0.0,0.0,0.0,-1.0,0.0,0.0,0.4,0.12110562445108071,0.0,0.0,-0.9515155400314301,-0.0010302182805852435,0.0,0.0,0.0,-0.020277214807493987,0.0,0.0,-0.6776132971570438,1.0,0.0,-1.0,0.0,-1.0,0.4054651081081645,0.0,-0.5,0.0,1.0,0.25,-0.8934126730653464,0.0,-1.0,-1.1387163561076605,0.2231435513142097,0.0,0.0,0.0,-0.3893758042688157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6666666666666667,0.0,11.678448377988165,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
